,Developer,Año,Cantidad de Items,Contenido Free
7442,Lled Games,2017,2,0.0
7443,LoadUpGames.com,2017,2,0.0
7444,Loading Home,2015,2,0.0
7445,Loading Home,2017,4,0.0
7446,Locked Door Puzzle,2013,2,0.0
7447,Locked Door Puzzle,2014,2,0.0
7448,Locked Door Puzzle,2015,2,0.0
7449,"Locomalito,Gryzor87",2016,3,0.0
7450,"Locomalito,Gryzor87,Abylight",2017,2,0.0
7451,Locomotivah,2015,7,0.0
7452,Lofty Sky Entertainment Inc.,2017,7,0.0
7453,Logan Apple,2017,2,0.0
7454,Logan McClure,2017,3,0.0
7455,Logic Artists,2013,3,0.0
7456,Logic Artists,2015,2,0.0
7457,Logic Artists,2017,9,33.33
7458,Logic Droid,2017,2,0.0
7459,Logic tree,2015,4,0.0
7460,Logic tree,2017,3,0.0
7461,Logiraffe,2017,2,0.0
7462,Logos Universe,2017,3,0.0
7463,Logvinenko Alexandr,2016,2,0.0
7464,Lohika Games,2015,4,0.0
7465,Loiste Interactive,2016,4,0.0
7466,Loju,2017,2,0.0
7467,Lokator Studio,2016,1,0.0
7468,Lokator Studio,2017,4,50.0
7469,Lone Hero Studios,2016,6,0.0
7470,Lonely Dev,2017,2,0.0
7471,Lonely Troops,2006,4,0.0
7472,Lonely Troops,2008,7,0.0
7473,Lonely Troops,2009,4,0.0
7474,Lonely Troops,2010,4,0.0
7475,Lonely Troops,2012,4,0.0
7476,Lonely Troops,2015,8,0.0
7477,Loneminded,2017,3,0.0
7478,Long Division LLC,2015,3,0.0
7479,Long Division LLC,2017,2,0.0
7480,LongArm Interactive,2017,2,0.0
7481,LongYou Game,2017,7,42.86
7482,Longbow Games,2012,2,0.0
7483,Longbow Games,2014,16,0.0
7484,Longbow Games,2015,3,0.0
7485,Longbow Games,2017,3,0.0
7486,"Longsword Studios, Inc.",2016,2,0.0
7487,LookAtMyGame,2015,2,0.0
7488,Looking Glass Studios,1996,2,0.0
7489,Looking Glass Studios,1998,2,0.0
7490,Looking Glass Studios,2000,2,0.0
7491,"Looking Glass Studios,Nightdive Studios",2015,3,0.0
7492,Loomus Games,2015,3,0.0
7493,LoopGames,2017,2,0.0
7494,Loophole Interactive,2017,3,0.0
7495,Looterkings,2016,3,100.0
7496,Looterkings,2017,3,0.0
7497,Lorag Games,2016,4,0.0
7498,Lord,2017,3,0.0
7499,Lord Bytesworth,2015,3,0.0
7500,Lord Eglathia,2015,1,0.0
7501,Lord Kres,2015,4,0.0
7502,Lord Puggington Games,2015,2,0.0
7503,Lord Rutsah,2016,1,0.0
7504,Lord_Loej,2016,6,50.0
7505,Loren Lemcke,2015,2,0.0
7506,Lorenzo Bellincampi,2017,3,0.0
7507,Lorraine Studio,2017,2,0.0
7508,Los Exaltados,2017,3,0.0
7509,Lose,2015,1,0.0
7510,Lost Astronaut,2017,3,0.0
7511,Lost Astronaut Studios,2015,6,0.0
7512,Lost Decade Games,2014,3,0.0
7513,Lost Decade Games,2016,7,0.0
7514,Lost Mountain,2016,3,0.0
7515,Lost Spell,2015,2,0.0
7516,Lost The Game Studios,2016,2,0.0
7517,Lost in Pixels,2017,3,0.0
7518,Lost the Game Studios,2017,3,0.0
7519,Lost-Ride Studios,2017,4,100.0
7520,Lostwood,2016,4,50.0
7521,Lotte|EoD,2017,6,0.0
7522,Lotus Games,2017,2,0.0
7523,"Loud King Studios, LLC",2017,5,0.0
7524,Loudpak Studios,2015,3,0.0
7525,Love Conquers All Games,2012,2,0.0
7526,Love Conquers All Games,2013,2,0.0
7527,Love Conquers All Games,2016,1,0.0
7528,Love Conquers All Games,2017,1,0.0
7529,Lovepurple,2017,3,0.0
7530,Low Magic Studios,2017,6,0.0
7531,Lozange Lab,2017,3,0.0
7532,LuGus Studios,2015,8,0.0
7533,Luandun Games Pte. Ltd.,2016,3,0.0
7534,Lubiterum,2016,6,0.0
7535,"Luc Bernard,SilverSphereStudios",2008,2,0.0
7536,Lucas Molina,2015,4,0.0
7537,"Lucas Molina,Morvan",2015,2,0.0
7538,Lucas Parise,2016,4,0.0
7539,Lucas Parise,2017,6,0.0
7540,Lucas Pope and Keiko Ishizaka,2009,1,0.0
7541,Lucas Wilde,2016,3,0.0
7542,LucasArts,1989,1,0.0
7543,LucasArts,1990,1,0.0
7544,LucasArts,1992,1,0.0
7545,LucasArts,1993,2,0.0
7546,LucasArts,1995,2,0.0
7547,LucasArts,1997,3,0.0
7548,LucasArts,1998,1,0.0
7549,LucasArts,2002,2,0.0
7550,LucasArts,2005,1,0.0
7551,LucasArts,2009,2,0.0
7552,"LucasArts,Aspyr Studios",2009,1,0.0
7553,"LucasGame,Joshua Eden Whorton",2015,7,0.0
7554,Lucascubestudios,2017,3,0.0
7555,Lucasfilm Games,1987,1,0.0
7556,Lucasfim,1994,2,0.0
7557,Luciano Cargiolli,2017,5,0.0
7558,Lucid Games Ltd,2014,2,0.0
7559,"Lucid Games,Aspyr (Mac &amp; Linux)",2014,1,0.0
7560,Lucky Brograms,2016,4,0.0
7561,Lucky Frame,2013,4,0.0
7562,Lucky Frame,2014,2,0.0
7563,Lucky Pause,2015,2,0.0
7564,Ludax174,2016,3,0.0
7565,"Ludeme Games,Sirlin Games",2014,3,0.0
7566,Luden.io,2015,3,0.0
7567,Ludeon Studios,2016,6,0.0
7568,Ludi Dorici,2017,3,0.0
7569,Ludo Land,2016,1,0.0
7570,Ludo Land,2017,1,0.0
7571,Ludochip,2013,3,0.0
7572,"Ludometrics, Ltd.",2016,2,0.0
7573,Ludomo Gamestudio,2015,2,0.0
7574,Ludomotion,2015,2,0.0
7575,Ludomotion,2017,16,75.0
7576,Ludosity,2010,2,0.0
7577,Ludosity,2013,5,0.0
7578,Ludosity,2014,6,0.0
7579,Ludosity,2016,7,0.0
7580,Ludosity,2017,6,0.0
7581,"Ludosity,Remar Games",2013,1,0.0
7582,"Ludosity,Remar Games",2014,3,100.0
7583,Ludovic Lafferayrie,2017,1,0.0
7584,Ludus Studio,2016,3,0.0
7585,Ludvig Larsson,2016,7,0.0
7586,"Luetso, LLC",2017,1,0.0
7587,Luis Eduardo Guedes Martins,2017,4,100.0
7588,Luis Ruiz,2015,3,0.0
7589,Lukas Jaeckel,2014,3,0.0
7590,Lukas Jaeckel,2017,1,0.0
7591,Lukas Navratil,2015,2,0.0
7592,Lukas Rustemeyer,2016,2,0.0
7593,Lukayson,2017,3,0.0
7594,Luke Cripps,2016,4,0.0
7595,Luke Cripps,2017,6,0.0
7596,Luke Dodds,2016,4,0.0
7597,Luke Godfrey,2015,2,0.0
7598,Luke O'Connor,2016,3,0.0
7599,Luke Vincent,2017,1,0.0
7600,Lukewarm Media,2012,4,0.0
7601,Lukewarm Media,2013,23,0.0
7602,"Lukáš Osouch,Petr Čermák",2017,1,0.0
7603,Lumak Software,2017,2,0.0
7604,Lumenox ehf,2015,3,0.0
7605,Lumenox ehf,2017,4,0.0
7606,Luminark,2017,3,0.0
7607,Luminy Studios,2015,3,100.0
7608,"Lump of Sugar,HIKARI FIELD",2016,1,0.0
7609,Lunacy Interactive,2017,2,0.0
7610,Lunagames,2015,2,0.0
7611,Lunar Collapse,2017,2,0.0
7612,Lunar Giant,2010,4,0.0
7613,Lunar Giant,2011,4,0.0
7614,Lunar Giant,2012,3,0.0
7615,Lunar Labs,2015,4,0.0
7616,LunarCore Games,2016,4,0.0
7617,LunarCore Games,2017,1,0.0
7618,LunarCore Games,2018,1,0.0
7619,"LunarCore Games,Challudym",2017,3,0.0
7620,LunarPixel,2017,4,0.0
7621,Lunarhellgames,2017,5,0.0
7622,Lunarhellgames,2018,3,0.0
7623,Lunatic Pixels,2016,4,0.0
7624,Lunchbox Edu,2017,6,0.0
7625,"Lunchtime Studios, LLC",2017,4,0.0
7626,Lunisky studio,2016,7,0.0
7627,Luo Zhi En,2017,2,0.0
7628,Luotsi Entertainment,2017,2,0.0
7629,Lupan Artiom Oleg,2016,3,0.0
7630,Lupiesoft,2015,4,0.0
7631,Lupiesoft,2017,2,0.0
7632,Lushboy Studios,2017,2,0.0
7633,Lusorion Creatives,2017,6,0.0
7634,LuteGames,2017,2,0.0
7635,Lux Caput (Andrey M),2017,4,0.0
7636,Luxorix Games,2017,8,0.0
7637,Léo-Games,2016,3,100.0
7638,Léo-Games,2017,2,0.0
7639,M&amp;H Soft,2017,2,0.0
7640,M. Hanka,2016,8,0.0
7641,M. Hanka,2017,8,0.0
7642,M.BonKov,2016,3,0.0
7643,M.J.H.X. Studio,2017,5,0.0
7644,"M2 Co.,LTD",2015,2,0.0
7645,"M2 Co.,LTD",2016,2,0.0
7646,M2H,2015,5,0.0
7647,M2H,2016,3,0.0
7648,M2H,2017,3,0.0
7649,"M2H,Blackmill Games",2015,3,0.0
7650,"M2H,Blackmill Games",2017,3,0.0
7651,MABManZ,2016,3,0.0
7652,MADia Entertainment,2001,2,0.0
7653,MADia Entertainment,2004,2,0.0
7654,MAGES. Inc.,2015,3,0.0
7655,MAGES. Inc.,2016,3,0.0
7656,MAGES. Inc.,2017,1,0.0
7657,"MAGES. Inc.,5pb",2017,1,0.0
7658,"MAGES. Inc.,5pb.",2017,2,0.0
7659,"MAGES. Inc.,5pb.,Experience Inc.",2017,6,0.0
7660,"MAGES. Inc.,Tachyon Inc.,",2017,2,0.0
7661,MAGIC Spell Studios,2016,4,0.0
7662,"MAGIC Spell Studios,James Zolyak",2016,4,100.0
7663,MAGICS,2015,16,25.0
7664,MAGIX Software GmbH,2014,1,0.0
7665,MAGIX Software GmbH,2015,5,0.0
7666,MAGIX Software GmbH,2016,7,0.0
7667,MAGIX Software GmbH,2017,25,0.0
7668,MASH Virtual,2015,1,0.0
7669,MATRE,2017,4,0.0
7670,MC2,2002,1,0.0
7671,MC2,2004,1,0.0
7672,MDKSound,2015,4,0.0
7673,MDNA Games,2014,1,0.0
7674,MDNA Games,2015,4,0.0
7675,MDickie,2015,5,0.0
7676,MDickie,2017,4,0.0
7677,MECH'AT,2017,4,0.0
7678,MEGAFUZZ,2014,3,0.0
7679,MFAFB Games LLC,2017,2,0.0
7680,MGP,2017,4,0.0
7681,MGP Studios,2015,7,0.0
7682,MGP Studios,2016,4,0.0
7683,MING-CHIEN LEE,2017,2,100.0
7684,MK-ULTRA Games,2015,3,0.0
7685,MKLab,2015,3,0.0
7686,MLB.com,2015,2,0.0
7687,MLB.com,2016,1,0.0
7688,MMEU,2016,3,0.0
7689,MNB,2017,3,0.0
7690,MOKKOGRAD,2017,1,0.0
7691,MONKEY WRENCH STUDIO INC.,2017,3,0.0
7692,MOONSTONE,2015,2,0.0
7693,MP Game Studios,2018,2,0.0
7694,"MPR ART Hallucinations,David Szymanski",2016,2,100.0
7695,"MPR ART Hallucinations,Roger Levy",2015,1,0.0
7696,"MPR ART Hallucinations,Roger Levy",2016,3,100.0
7697,MPS Labs,1992,2,0.0
7698,MPS Labs,1994,1,0.0
7699,MR-Software GbR,2013,1,0.0
7700,"MR-Software GbR,Rolf Westphalen",2014,1,0.0
7701,MSRX22,2017,1,0.0
7702,MT Worlds,2017,2,0.0
7703,MTR,2017,4,0.0
7704,MURA Interactive,2014,3,0.0
7705,MURA Interactive,2016,3,0.0
7706,"MWC,David J. Franco",2017,4,50.0
7707,Machine 22,2013,6,0.0
7708,Machine 22,2015,3,0.0
7709,Machine 22,2016,6,0.0
7710,Machine Games,2014,1,0.0
7711,Machine Games,2017,4,0.0
7712,Machine1357,2016,3,0.0
7713,MachineGames,2015,1,0.0
7714,MachineSpirit,2015,3,0.0
7715,"Machineman1357,Phanom Games",2015,4,0.0
7716,"Maciej Targoni,Michal Pawlowski",2017,2,0.0
7717,"Maciej Targoni,Wojciech Wasiak",2015,4,0.0
7718,"Maciej Targoni,Wojciech Wasiak",2016,2,0.0
7719,"Mack Media,Caipirinha Games,DevQ1",2015,2,0.0
7720,"Mad Capacity,LREVG",2016,6,0.0
7721,Mad Fellows,2017,2,0.0
7722,Mad Goblin Games,2015,2,0.0
7723,Mad Head Games,2016,9,22.22
7724,Mad Head Games,2017,14,0.0
7725,"Mad Hunter Studio,EHTechnology",2016,3,0.0
7726,"Mad Hunter Studio,EHTechnology",2017,3,0.0
7727,Mad Mag Store,2017,2,0.0
7728,Mad Mimic,2017,6,0.0
7729,Mad Orange,2013,2,0.0
7730,Mad Otter Games,1990,1,0.0
7731,Mad Otter Games,2014,4,100.0
7732,Mad Ram Software,2014,2,0.0
7733,Mad Unicorn Games,2016,4,0.0
7734,Mad Unicorn Games,2017,3,0.0
7735,Mad Vulture Games,2016,1,0.0
7736,MadGearGames,2017,4,0.0
7737,MadLab Games,2017,2,0.0
7738,MadMan Theory Games,2014,3,0.0
7739,"MadMinute Games,NorbSoftDev",2006,3,0.0
7740,MadOut Games,2017,5,0.0
7741,Maddox Games,1997,1,0.0
7742,Maddox Games,1998,1,0.0
7743,Made of Bits,2017,3,0.0
7744,MadeOfDinosaurs,2017,2,0.0
7745,Madia Entertainment,2005,1,0.0
7746,Madruga Works,2015,3,0.0
7747,Magenta Factory,2011,3,0.0
7748,Magenta Factory,2017,3,0.0
7749,"Magenta Factory,Gustav Yu",2017,3,0.0
7750,"Magenta Factory,ZiX Solutions",2017,3,0.0
7751,"Magenta Factory,过路乐师A",2014,1,0.0
7752,Magesoft,2017,2,0.0
7753,Maggese,2017,3,0.0
7754,Maggie McLean,2015,3,0.0
7755,Magic Dungeon Studio,2017,5,0.0
7756,Magic Item Tech,2015,2,0.0
7757,Magic Item Tech,2017,2,0.0
7758,Magic Notion,2015,3,0.0
7759,Magic Pants,2015,4,0.0
7760,Magic Pixel Kft.,2016,155,0.0
7761,Magic Pixel Kft.,2017,52,0.0
7762,Magic Sandbox,2016,5,0.0
7763,Magic and Mirrors,2017,3,0.0
7764,MagicIndie,2012,2,0.0
7765,MagicIndie,2014,2,0.0
7766,MagicIndie,2015,6,0.0
7767,MagicIndie,2017,3,0.0
7768,Magical Hackers,2015,3,0.0
7769,Magical Hackers,2017,2,0.0
7770,MagicalTimeBean,2011,3,0.0
7771,MagicalTimeBean,2012,2,0.0
7772,MagicalTimeBean,2014,3,0.0
7773,Magicbane,2013,2,0.0
7774,Magicbane,2015,2,0.0
7775,Magiko Gaming,2014,2,0.0
7776,Magnetic Realms,2014,3,0.0
7777,Magnetic Realms,2015,1,0.0
7778,"Magnetic Realms,Bravewave",2015,1,0.0
7779,Magnitude 3,2014,1,0.0
7780,Magnolia Art,2016,3,0.0
7781,Magnolia Art,2017,5,0.0
7782,Magory.net,2016,8,0.0
7783,Mahdi Bahrami,2017,1,0.0
7784,"Mahhaon Horror, Sun Pixel",2017,4,0.0
7785,"Mahhaon,Art-Arcade,Sun Pixel",2016,2,0.0
7786,Maik Goltz,2017,1,0.0
7787,Mail.ru Games,2016,3,100.0
7788,Maithonis Studios,2016,3,0.0
7789,Major Games,2015,3,0.0
7790,Makivision Games,2009,3,0.0
7791,Makivision Games,2015,2,0.0
7792,Makivision Games,2017,3,0.0
7793,Malfador Machinations,2006,2,0.0
7794,Maltakreuz,2015,1,0.0
7795,"Maltakreuz,Goodsir",2017,1,0.0
7796,Malzbie Games,2017,13,38.46
7797,Man-Eater Games,2017,1,0.0
7798,ManBeardGames,2017,2,0.0
7799,Mana Games,2009,1,0.0
7800,Mana Games,2013,2,0.0
7801,Mana Games,2015,3,0.0
7802,Mana Games,2016,3,100.0
7803,Mana Potion Studios,2016,3,0.0
7804,ManaVoid Entertainment Inc.,2016,10,0.0
7805,Mandlebar,2015,7,0.0
7806,Mando productions,2012,2,0.0
7807,Mandragora,2015,7,0.0
7808,Mandragora,2017,12,0.0
7809,Mango Protocol,2015,2,0.0
7810,Mango Protocol,2016,2,0.0
7811,Mango Protocol,2017,4,0.0
7812,Mani Kommoula,2017,1,100.0
7813,Manic Game Studios,2011,2,0.0
7814,Manic Mind Game Lab,2016,3,0.0
7815,Manic Mind Game Lab,2017,28,10.71
7816,Manifesto Game Studio,2015,2,0.0
7817,Manipulation Machine,2016,4,100.0
7818,Mantis Games,2017,5,0.0
7819,"Manuel Pazos,Daniel Celemín",2016,4,100.0
7820,Manufacture 43,2017,3,0.0
7821,Manyland,2015,4,0.0
7822,Maple Flag,2017,5,0.0
7823,Marafigogames,2017,2,0.0
7824,Marc-Antoine Jacob,2017,2,0.0
7825,Marcelo Barbosa,2015,2,0.0
7826,Marcelo Villarreal,2017,4,0.0
7827,March Entertainment,2013,1,0.0
7828,Marcin Mikołajczyk,2017,4,0.0
7829,Marco Amadei,2017,4,0.0
7830,Marco Noordergraaf,2017,2,0.0
7831,Marco Tancredi,2016,2,0.0
7832,Marcos Dumont,2016,1,0.0
7833,Marcos Rocha,2017,2,0.0
7834,Mariaglorum,2016,2,0.0
7835,Mariaglorum,2017,4,0.0
7836,Mariano Larronde,2017,6,0.0
7837,Marie Ronnaux Games,2014,1,0.0
7838,"Mario von Rickenbach,Etter Studio,Tale of Tales,Cardboard Computer,Pol Clarissou,Katie Rose Pipkin,Santa Ragione",2016,1,100.0
7839,"Mario von Rickenbach,Michael Frei",2015,3,0.0
7840,"Mario von Rickenbach,Playables",2016,2,0.0
7841,Mariusz Gibas,2017,3,0.0
7842,Mark Chong,2015,3,0.0
7843,Mark Fassett,2017,1,0.0
7844,Mark France,2017,4,0.0
7845,Mark Hagan,2017,1,0.0
7846,Mark Healey,2005,1,0.0
7847,Mark Sowders,2017,4,0.0
7848,Markus Döbele,2015,4,0.0
7849,Markus Fick,2015,3,0.0
7850,Markus Zierhofer,2017,1,0.0
7851,Marmalade Game Studio Ltd,2015,3,0.0
7852,Marmoset LLC,2016,6,0.0
7853,Marsbound,2016,4,50.0
7854,Marshlight Software,2017,2,0.0
7855,Martin Cerdeira,2016,3,0.0
7856,Martin Crownover,2017,2,0.0
7857,Martin Helvig,2017,3,0.0
7858,Martin Ivanov,2011,1,0.0
7859,Martin Knopf,2017,2,0.0
7860,Martin Mitov,2017,5,0.0
7861,Martin Veilleux,2015,1,0.0
7862,Maru Games,2017,2,0.0
7863,Maru Project Develop Team,2017,5,0.0
7864,Marvelous Inc.,2017,34,0.0
7865,"Marvelous, Inc.",2016,3,0.0
7866,Marxnet,2015,6,100.0
7867,"Masangsoft, Inc.",2014,3,100.0
7868,Maschinen-Mensch,2015,5,0.0
7869,Maschinen-Mensch,2016,5,0.0
7870,Mascot Entertainment,2004,2,0.0
7871,Mascot Entertainment,2008,1,0.0
7872,Mason Lindroth,2015,2,0.0
7873,Mass Creation,2016,3,0.0
7874,MassDiGI,2017,5,0.0
7875,"Massive Damage, Inc.",2016,8,0.0
7876,"Massive Damage, Inc.",2017,12,0.0
7877,Massive Entertainment,2000,1,0.0
7878,Massive Entertainment,2004,1,0.0
7879,Massive Entertainment,2016,33,0.0
7880,Massive Entertainment,2017,3,0.0
7881,Master Creating,2008,2,0.0
7882,Master Key Simulations,2017,1,0.0
7883,Master Technologies,2015,4,0.0
7884,Mastfire Studios Pty Ltd,2017,9,0.0
7885,Masthead Studios Ltd,2014,25,20.0
7886,Mateusz Kulis,2016,4,0.0
7887,Mateusz Kuliś,2016,3,0.0
7888,"Math Nerd Productions, LLC",2015,2,0.0
7889,Mathias,2017,4,0.0
7890,Matouš Lörinc,2017,2,0.0
7891,Matrix Games,2012,2,0.0
7892,Matrix Trains,2016,19,0.0
7893,Matrix Trains,2017,20,0.0
7894,Matt Crux,2016,2,0.0
7895,Matt Dabrowski,2017,5,0.0
7896,Matt Edzenga,2015,4,0.0
7897,Matt Frank,2017,2,0.0
7898,Matt Gadient,2015,4,0.0
7899,Matt Glanville,2016,3,0.0
7900,Matt Grimm,2015,3,0.0
7901,Matt Hooper,2016,3,0.0
7902,"Matt Kap,Nicalis, Inc.",2015,4,0.0
7903,Matt Roszak,2010,4,100.0
7904,Matt Roszak,2014,2,0.0
7905,Matt Roszak,2015,2,0.0
7906,Matt Thompson,2017,3,0.0
7907,Matt Thorson,2014,2,0.0
7908,Matt Thorson,2015,2,0.0
7909,"Matteo Cillario,Riccardo Runci,Niccolo' Passeri,Giulia Sorrentino",2016,2,0.0
7910,Matterhorn Software LTD,2016,3,0.0
7911,Matthew Brown,2014,11,18.18
7912,Matthew Brown,2015,5,60.0
7913,Matthew Brown,2017,3,0.0
7914,Matthew Coyle,2016,1,0.0
7915,Matthew Giordano,2017,2,0.0
7916,Matthew Jennings,2014,3,0.0
7917,Matthew Kania,2016,3,0.0
7918,Matthew Putnam,2017,2,0.0
7919,Matthew Ritter,2015,2,0.0
7920,Matthew Ritter,2016,2,0.0
7921,Matthew Robinson,2016,6,0.0
7922,Matthew Wester,2017,3,0.0
7923,"Matthew Willis,Jesse Crespo",2017,2,0.0
7924,Matthew.P,2017,6,0.0
7925,Matthias Magnussen,2016,2,0.0
7926,Mattis Folkestad,2017,4,0.0
7927,"Mattrified Games,Point5Projects",2017,2,0.0
7928,Maulidan Games,2015,2,0.0
7929,Maulidan Games,2017,7,0.0
7930,Maurice Pape,2014,1,0.0
7931,Mauro Vos,2016,2,0.0
7932,Maus Software,2006,1,0.0
7933,Mavenmob,2015,1,0.0
7934,Maverick Game Studio,2016,5,0.0
7935,Maverick Games,2016,5,0.0
7936,Max,2016,2,0.0
7937,Max Apps LLC,2016,7,0.0
7938,"Max Gaming Technologies, LLC",2014,4,0.0
7939,Max LL,2015,3,0.0
7940,Maxim Moore,2015,3,0.0
7941,"Maxime Cote,Simon Cote",2017,3,0.0
7942,Maxime Vézina,2016,2,100.0
7943,Maximum Games,2016,2,0.0
7944,Maximus.ez,2017,4,0.0
7945,Maxis™,2008,2,0.0
7946,"Maxwell Volz,David Zeiser",2017,3,100.0
7947,"Maxwolf,Fox",2009,3,0.0
7948,"Maxwolf,Fox",2015,3,0.0
7949,"Maxwolf,Fox",2016,2,0.0
7950,Maya Gameworks,2016,3,0.0
7951,Mayhem Games USA,2015,7,0.0
7952,McKay,2017,3,0.0
7953,McMagic Productions,2015,8,0.0
7954,MeDungeon Ltd.,2015,4,0.0
7955,"Meadowlark Science and Education, LLC",2017,3,0.0
7956,Mechabit Ltd,2015,3,0.0
7957,Mechanical Boss,2016,4,75.0
7958,Mechanical Boss,2017,2,0.0
7959,Mechanical Butterfly Studios,2016,7,0.0
7960,Mechanical Monocle,2017,3,0.0
7961,Mechanist Games,2014,4,100.0
7962,Med-Art,2012,1,0.0
7963,Media Art,2017,2,0.0
7964,"Media Impact Co.,Ltd",2016,3,100.0
7965,MediaAtlas,2016,2,0.0
7966,MediaSpark,2016,4,0.0
7967,Mediatonic,2011,3,0.0
7968,Mediatonic,2016,2,0.0
7969,"Mediatonic,Flaming Fowl Studios",2017,2,0.0
7970,"Mediatonic,Hato Moa,The Irregular Corporation",2014,3,0.0
7971,"Mediatonic,The Irregular Corporation",2013,4,0.0
7972,"Mediatonic,The Irregular Corporation",2015,2,0.0
7973,Medis Media,2017,1,0.0
7974,MeepHead LLC,2017,2,0.0
7975,Meepower,2016,5,0.0
7976,Meepower,2017,5,0.0
7977,Mega Boss Game Studio,2016,4,0.0
7978,Mega Crit Games,2017,3,0.0
7979,Mega Dwarf Inc.,2016,4,0.0
7980,Megadev,2013,4,0.0
7981,Megastorm Games,2016,2,0.0
7982,Megastorm Games,2017,3,0.0
7983,MegawattsCo,2016,4,0.0
7984,MekTek Studios,2017,4,0.0
7985,Membraine Studios,2015,2,0.0
7986,Memetic Games,2013,3,0.0
7987,Memorazer Production,2016,2,0.0
7988,Meow Studios,2017,4,0.0
7989,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",2014,3,0.0
7990,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",2016,3,0.0
7991,MercurySteam,2014,14,0.0
7992,MercurySteam,2017,13,30.77
7993,MercurySteam - Climax Studios,2013,2,0.0
7994,Merge Heroes,2017,2,0.0
7995,Meridian'93,2015,8,0.0
7996,Meridian4,2008,3,0.0
7997,Meridian4,2009,2,0.0
7998,Meridian4,2015,3,0.0
7999,Merixgames,2016,3,0.0
8000,Merlin Beer,2016,2,0.0
8001,Merriman Games,2017,2,0.0
8002,"Merscom,Babylon",2005,1,0.0
8003,MeshTools,2012,2,0.0
8004,MeshTools,2013,3,0.0
8005,MeshTools,2014,1,0.0
8006,MeshTools,2015,1,0.0
8007,MeshTools,2017,1,0.0
8008,Messhof,2014,3,0.0
8009,Messhof,2015,3,0.0
8010,Messhof,2017,6,0.0
8011,Messier Games &amp; Animations,2017,2,0.0
8012,"Metal Fox,Nullysun Studio",2017,4,0.0
8013,MetalBear,2015,4,0.0
8014,Metalhead Software Inc.,2015,3,0.0
8015,Metamorf,2007,1,0.0
8016,MetamorphoGames,2017,11,0.0
8017,Metanet Software Inc.,2016,1,0.0
8018,"Metaware Limited, LLC",2016,6,0.0
8019,Meteor Shock,2015,2,0.0
8020,Meteoric Games,2014,5,0.0
8021,Metropolis,1998,2,0.0
8022,Mexond,2016,4,0.0
8023,Mgaia Studio,2017,2,0.0
8024,Mi'pu'mi Games GmbH,2016,4,50.0
8025,Mi'pu'mi Games GmbH,2017,4,0.0
8026,Mi-Clos Studio,2015,8,0.0
8027,Mia Blais-Côté,2017,11,0.0
8028,Mianwotu,2017,2,0.0
8029,Michael Brough,2011,3,0.0
8030,Michael Brough,2015,2,0.0
8031,Michael Brough,2017,2,0.0
8032,Michael Burns,2017,3,0.0
8033,Michael Cox,2017,3,0.0
8034,Michael Flynn,2015,18,0.0
8035,Michael Flynn,2016,12,0.0
8036,"Michael Flynn,Elizabeth Flynn",2015,20,0.0
8037,"Michael Flynn,Elizabeth Flynn",2016,3,0.0
8038,Michael Hall,2016,2,0.0
8039,Michael Hobbs,2017,3,0.0
8040,Michael Howard,2016,4,0.0
8041,Michael Howard,2017,4,0.0
8042,"Michael J. Moffitt,Julian J. Hammerstein",2015,2,0.0
8043,Michael Jendryssek,2017,2,0.0
8044,"Michael Kissinger,Marco Hulden,Shaun Egan,Joshua Marks,Denys Ovsiannykov",2014,3,100.0
8045,Michael Klaus Schmidt,2016,3,0.0
8046,Michael Klaus Schmidt,2017,15,20.0
8047,Michael Lampel,2017,3,100.0
8048,Michael Lückgen,2015,2,0.0
8049,Michael McCartney,2017,8,50.0
8050,"Michael Porter,Aaron Smith,Andrew Thomas",2015,4,0.0
8051,Michael Schade,2017,2,0.0
8052,Michael Squirrel,2017,2,0.0
8053,Michael Swan,2015,6,0.0
8054,Michael Todd Games,2013,4,0.0
8055,Michael Todd Games,2014,2,0.0
8056,"Michael Todd Games,Yazar Media Group LLC",2014,2,0.0
8057,Michael Zahniser,2015,10,100.0
8058,MichaelArts,2015,2,0.0
8059,Michaela Laws,2015,7,28.57
8060,Michaela Laws,2016,8,0.0
8061,Michaela Laws,2017,5,0.0
8062,"Michaela Laws,Christopher Escalante",2015,2,0.0
8063,"Michaela Laws,Christopher Escalante",2016,5,0.0
8064,"Michaela Laws,Ethan Nakashima",2017,3,0.0
8065,Michal Brzozowski,2015,3,0.0
8066,Michal Kruba,2016,2,0.0
8067,Michal Kuchárik,2017,3,0.0
8068,Michal Pawlowski,2016,2,0.0
8069,Michal Pawlowski,2017,3,0.0
8070,Michał Głowacki,2016,2,0.0
8071,Michel Barengo,2017,1,0.0
8072,"MicroProse Software, Inc",1985,1,0.0
8073,"MicroProse Software, Inc",1987,2,0.0
8074,"MicroProse Software, Inc",1988,1,0.0
8075,"MicroProse Software, Inc",1989,2,0.0
8076,"MicroProse Software, Inc",1990,5,0.0
8077,"MicroProse Software, Inc",1991,4,0.0
8078,"MicroProse Software, Inc",1992,3,0.0
8079,"MicroProse Software, Inc",1993,2,0.0
8080,"MicroProse Software, Inc",1994,4,0.0
8081,"MicroProse Software, Inc",1995,2,0.0
8082,"MicroProse Software, Inc",1997,1,0.0
