,Desarrollador,sentiment_analysis
39476,Edge of Reality,0
39477,Edge of Reality,2
39478,Edge of Reality,2
39479,Edge of Reality,2
39480,Edge of Reality,2
39481,Edge of Reality,2
39482,Edge of Reality,0
39483,Edge of Reality,2
39484,Edge of Reality,2
39485,Edge of Reality,2
39486,Edge of Reality,2
39487,Edge of Reality,2
39488,Edge of Reality,2
39490,Edge of Reality,2
39491,Edge of Reality,2
39492,Edge of Reality,2
39493,Edge of Reality,2
39496,Edge of Reality,2
39497,Edge of Reality,2
39498,Edge of Reality,2
39499,Edge of Reality,2
39500,Edge of Reality,0
39501,Edge of Reality,2
39502,Edge of Reality,2
39504,Edge of Reality,2
39509,Edge of Reality,2
39512,Edge of Reality,2
39513,Edge of Reality,2
39514,Edge of Reality,2
39516,Edge of Reality,2
39517,Edge of Reality,2
39518,Edge of Reality,0
39520,Edge of Reality,2
39522,Edge of Reality,2
39523,Edge of Reality,2
39524,Edge of Reality,2
39525,Edge of Reality,0
39526,Edge of Reality,2
39527,Edge of Reality,0
39528,Edge of Reality,2
39530,Edge of Reality,2
39533,Edge of Reality,2
39534,Edge of Reality,2
39535,Edge of Reality,0
39536,Edge of Reality,2
39538,Edge of Reality,2
39539,Edge of Reality,2
39540,Edge of Reality,2
39541,Edge of Reality,0
39542,Edge of Reality,2
39543,Edge of Reality,2
39544,Edge of Reality,0
39545,Edge of Reality,2
39546,Edge of Reality,2
39547,Edge of Reality,2
39549,Edge of Reality,2
39550,Edge of Reality,0
39553,Edge of Reality,2
39555,Edge of Reality,2
39556,Edge of Reality,2
39558,Edge of Reality,2
39559,Edge of Reality,2
39560,Edge of Reality,2
39561,Edge of Reality,2
39562,Edge of Reality,2
39563,Edge of Reality,2
39564,Edge of Reality,2
39565,Edge of Reality,2
39566,Edge of Reality,2
39567,Edge of Reality,0
39568,Edge of Reality,2
39570,Edge of Reality,2
39573,Edge of Reality,2
39574,Edge of Reality,2
39576,Edge of Reality,0
39577,Edge of Reality,0
39578,Edge of Reality,2
39580,Edge of Reality,2
39581,Edge of Reality,2
39582,Edge of Reality,0
39583,Edge of Reality,2
39585,Edge of Reality,2
39586,Edge of Reality,2
39587,Edge of Reality,2
39589,Edge of Reality,2
39590,Edge of Reality,2
39591,Edge of Reality,2
39592,Edge of Reality,0
39593,Edge of Reality,2
39594,Edge of Reality,2
39595,Edge of Reality,2
39596,Edge of Reality,2
39599,Edge of Reality,0
39601,Edge of Reality,2
39602,Edge of Reality,2
39603,Edge of Reality,2
39605,Edge of Reality,2
39607,Edge of Reality,2
39609,Edge of Reality,2
39610,Edge of Reality,0
39611,Edge of Reality,2
39612,Edge of Reality,2
39613,Edge of Reality,2
39614,Edge of Reality,2
39615,Edge of Reality,2
39616,Edge of Reality,2
39617,Team 6 Studios,2
39618,Team 6 Studios,0
39619,Team 6 Studios,2
39620,Team 6 Studios,0
39621,Sweet Dog Studios,2
39622,Sweet Dog Studios,2
39623,Sweet Dog Studios,2
39624,Sweet Dog Studios,2
39625,Sweet Dog Studios,2
39626,Sweet Dog Studios,2
39627,Ragequit Corporation,2
39628,Ragequit Corporation,2
39629,Ragequit Corporation,0
39631,Ragequit Corporation,0
39632,Ragequit Corporation,2
39633,Ragequit Corporation,2
39634,Ragequit Corporation,2
39635,Ragequit Corporation,0
39637,Ragequit Corporation,0
39638,Ragequit Corporation,2
39639,Double Fine Productions,2
39640,Double Fine Productions,2
39641,Double Fine Productions,2
39642,Double Fine Productions,2
39643,Double Fine Productions,2
39644,Double Fine Productions,2
39645,Double Fine Productions,2
39646,Double Fine Productions,2
39647,Double Fine Productions,2
39648,Double Fine Productions,2
39649,Double Fine Productions,2
39650,Double Fine Productions,2
39651,Double Fine Productions,2
39652,Double Fine Productions,2
39653,Double Fine Productions,2
39654,Double Fine Productions,2
39655,Double Fine Productions,2
39656,Double Fine Productions,2
39658,Stoic,2
39659,Stoic,2
39660,Stoic,2
39661,Stoic,2
39662,Stoic,2
39663,Stoic,2
39664,Stoic,2
39665,Stoic,2
39666,Stoic,2
39667,Stoic,2
39668,Stoic,2
39669,Stoic,2
39670,Stoic,2
39671,Stoic,2
39672,Stoic,2
39673,Bugbear,2
39674,Bugbear,0
39675,Bugbear,0
39676,Bugbear,2
39677,Bugbear,0
39678,Bugbear,2
39679,Bugbear,2
39680,Bugbear,2
39681,Bugbear,0
39683,Bugbear,2
39684,Bugbear,0
39685,Bugbear,0
39686,Bugbear,2
39687,Bugbear,0
39688,Bugbear,2
39689,Bugbear,2
39690,Bugbear,2
39691,Bugbear,0
39693,Bugbear,2
39694,Bugbear,0
39695,Bugbear,0
39696,Bugbear,2
39697,Bugbear,0
39698,Bugbear,2
39699,Bugbear,2
39700,Bugbear,2
39701,Bugbear,0
39703,Bugbear,2
39704,Bugbear,0
39705,Bugbear,0
39706,Bugbear,2
39707,Bugbear,0
39708,Bugbear,2
39709,Bugbear,2
39710,Bugbear,2
39711,Bugbear,0
39713,Bugbear,2
39714,Bugbear,0
39715,Bugbear,0
39716,Bugbear,2
39717,Bugbear,0
39718,Bugbear,2
39719,Bugbear,2
39720,Bugbear,2
39721,Bugbear,0
39723,Bugbear,2
39724,Bugbear,0
39725,Bugbear,0
39726,Bugbear,2
39727,Bugbear,0
39728,Bugbear,2
39729,Bugbear,2
39730,Bugbear,2
39731,Bugbear,0
39733,PlatinumGames,2
39736,PlatinumGames,2
39737,PlatinumGames,2
39740,PlatinumGames,0
39741,PlatinumGames,0
39743,PlatinumGames,2
39744,PlatinumGames,2
39745,PlatinumGames,2
39746,PlatinumGames,2
39747,PlatinumGames,2
39748,PlatinumGames,0
39749,PlatinumGames,2
39750,Phr00t's Software,2
39751,Phr00t's Software,2
39752,Phr00t's Software,2
39753,Phr00t's Software,2
39754,Phr00t's Software,2
39755,Phr00t's Software,2
39756,Ironhide Game Studio,2
39757,Ironhide Game Studio,2
39758,Ironhide Game Studio,2
39760,Ironhide Game Studio,2
39761,Ironhide Game Studio,2
39762,Ironhide Game Studio,2
39763,Ironhide Game Studio,2
39764,Ironhide Game Studio,2
39765,Ironhide Game Studio,2
39766,Ironhide Game Studio,2
39767,Ironhide Game Studio,2
39769,Ironhide Game Studio,2
39770,Ironhide Game Studio,2
39771,Ironhide Game Studio,2
39772,Ironhide Game Studio,2
39773,Ironhide Game Studio,2
39774,Ironhide Game Studio,2
39775,Ironhide Game Studio,2
39776,Ironhide Game Studio,2
39778,Ironhide Game Studio,2
39779,Ironhide Game Studio,2
39780,Ironhide Game Studio,2
39781,Ironhide Game Studio,2
39782,Ironhide Game Studio,2
39783,Deep Silver Volition,0
39784,Deep Silver Volition,0
39785,Jason Oda,2
39786,Jason Oda,2
39787,Jason Oda,2
39788,Semaphore,0
39789,Semaphore,2
39790,Semaphore,0
39791,Semaphore,2
39792,Semaphore,0
39793,Semaphore,2
39800,Telltale Games,2
39801,Telltale Games,0
39803,Telltale Games,2
39804,Telltale Games,2
39806,Telltale Games,2
39809,Telltale Games,2
39810,Telltale Games,0
39811,Telltale Games,2
39812,Telltale Games,2
39818,Telltale Games,2
39819,Telltale Games,0
39820,Telltale Games,2
39821,Telltale Games,0
39822,Telltale Games,2
39823,Telltale Games,2
39825,Telltale Games,2
39826,Telltale Games,2
39827,Telltale Games,2
39830,Telltale Games,2
39831,Telltale Games,2
39832,Telltale Games,2
39833,Telltale Games,2
39834,Telltale Games,2
39835,Telltale Games,2
39836,Telltale Games,2
39837,Telltale Games,2
39838,Telltale Games,2
39840,Telltale Games,2
39841,Telltale Games,2
39842,Telltale Games,2
39844,Telltale Games,2
39849,Telltale Games,2
39850,Telltale Games,2
39851,Telltale Games,2
39852,Telltale Games,2
39857,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39858,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39861,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39862,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39863,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39864,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39867,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39868,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39869,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39870,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39873,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39874,"Eric Hartman,Ben Garney,Anthony Rotondo",2
39875,Avalanche Studios,2
39877,Avalanche Studios,2
39878,Avalanche Studios,2
39879,Avalanche Studios,2
39881,Avalanche Studios,2
39882,Avalanche Studios,2
39883,Avalanche Studios,2
39884,Avalanche Studios,2
39886,Avalanche Studios,2
39887,Avalanche Studios,2
39888,Avalanche Studios,2
39889,Avalanche Studios,2
39890,Avalanche Studios,2
39891,Avalanche Studios,2
39892,Avalanche Studios,2
39893,Avalanche Studios,2
39895,Avalanche Studios,0
39897,Avalanche Studios,2
39898,Avalanche Studios,2
39899,Avalanche Studios,2
39900,Avalanche Studios,2
39901,Avalanche Studios,2
39902,Avalanche Studios,2
39903,Avalanche Studios,2
39904,Avalanche Studios,2
39906,Avalanche Studios,2
39907,Avalanche Studios,0
39908,Avalanche Studios,2
39912,Avalanche Studios,2
39913,Avalanche Studios,2
39915,Avalanche Studios,2
39916,Avalanche Studios,2
39918,Avalanche Studios,2
39919,Avalanche Studios,2
39920,Avalanche Studios,2
39922,Avalanche Studios,2
39923,Avalanche Studios,2
39924,Avalanche Studios,2
39925,Avalanche Studios,2
39927,Avalanche Studios,2
39928,Avalanche Studios,2
39929,Avalanche Studios,2
39930,Avalanche Studios,2
39931,Avalanche Studios,2
39932,Avalanche Studios,2
39933,Avalanche Studios,2
39934,Avalanche Studios,2
39936,Avalanche Studios,0
39938,Avalanche Studios,2
39939,Avalanche Studios,2
39940,Avalanche Studios,2
39941,Avalanche Studios,2
39942,Avalanche Studios,2
39943,Avalanche Studios,2
39944,Avalanche Studios,2
39945,Avalanche Studios,2
39947,Avalanche Studios,2
39948,Avalanche Studios,0
39949,Avalanche Studios,2
39953,Avalanche Studios,2
39954,Avalanche Studios,2
39956,Avalanche Studios,2
39957,Bohemia Interactive,2
39958,Bohemia Interactive,2
39959,Bohemia Interactive,2
39960,Bohemia Interactive,2
39963,Bohemia Interactive,2
39964,Bohemia Interactive,2
39965,Bohemia Interactive,2
39966,Bohemia Interactive,0
39967,Bohemia Interactive,2
39968,Bohemia Interactive,0
39969,Bohemia Interactive,2
39970,Bohemia Interactive,0
39971,Bohemia Interactive,2
39972,Bohemia Interactive,2
39973,Bohemia Interactive,2
39974,Bohemia Interactive,2
39975,Bohemia Interactive,2
39976,Bohemia Interactive,2
39977,Bohemia Interactive,2
39978,Bohemia Interactive,2
39979,Bohemia Interactive,2
39980,Bohemia Interactive,0
39981,Bohemia Interactive,2
39982,Bohemia Interactive,2
39983,Bohemia Interactive,2
39984,Bohemia Interactive,0
39985,Bohemia Interactive,0
39987,Bohemia Interactive,2
39988,Bohemia Interactive,2
39989,Bohemia Interactive,2
39990,Bohemia Interactive,0
39991,Bohemia Interactive,2
39992,Bohemia Interactive,2
39993,Bohemia Interactive,2
39994,Bohemia Interactive,2
39995,Bohemia Interactive,2
39996,Bohemia Interactive,2
39997,Bohemia Interactive,0
40000,Bohemia Interactive,2
40001,Bohemia Interactive,0
40003,Bohemia Interactive,2
40004,Bohemia Interactive,2
40007,Bohemia Interactive,2
40008,Bohemia Interactive,2
40009,Bohemia Interactive,2
40010,Bohemia Interactive,2
40012,Bohemia Interactive,2
40013,Bohemia Interactive,2
40014,Bohemia Interactive,0
40015,Bohemia Interactive,2
40016,Bohemia Interactive,2
40017,Bohemia Interactive,0
40018,Bohemia Interactive,2
40021,Bohemia Interactive,0
40024,Bohemia Interactive,0
40025,Bohemia Interactive,0
40026,Bohemia Interactive,2
40027,Bohemia Interactive,0
40028,Bohemia Interactive,2
40029,Bohemia Interactive,2
40030,Bohemia Interactive,0
40031,Bohemia Interactive,2
40032,Bohemia Interactive,2
40033,Bohemia Interactive,2
40034,Bohemia Interactive,2
40035,Bohemia Interactive,0
40036,Bohemia Interactive,2
40037,Bohemia Interactive,2
40039,Bohemia Interactive,2
40040,Bohemia Interactive,0
40042,Bohemia Interactive,0
40043,Bohemia Interactive,0
40044,Bohemia Interactive,2
40045,Bohemia Interactive,2
40046,Bohemia Interactive,2
40047,Bohemia Interactive,2
40048,Bohemia Interactive,2
40049,Bohemia Interactive,2
40050,Bohemia Interactive,2
40052,Bohemia Interactive,2
40053,Bohemia Interactive,2
40055,Bohemia Interactive,0
40056,Bohemia Interactive,2
40057,Bohemia Interactive,2
40058,Bohemia Interactive,2
40060,Bohemia Interactive,0
40061,Bohemia Interactive,0
40062,Bohemia Interactive,0
40064,Bohemia Interactive,2
40065,Bohemia Interactive,2
40066,Bohemia Interactive,0
40067,Bohemia Interactive,0
40068,Bohemia Interactive,2
40070,Bohemia Interactive,2
40071,Bohemia Interactive,0
40072,Bohemia Interactive,0
40073,Bohemia Interactive,0
40074,Bohemia Interactive,0
40075,Bohemia Interactive,2
40076,Bohemia Interactive,2
40077,Bohemia Interactive,2
40078,Bohemia Interactive,0
40079,Bohemia Interactive,2
40080,Bohemia Interactive,2
40081,Bohemia Interactive,0
40082,Bohemia Interactive,2
40083,Bohemia Interactive,2
40084,Bohemia Interactive,0
40085,Bohemia Interactive,2
40087,Bohemia Interactive,2
40088,Bohemia Interactive,2
40089,Bohemia Interactive,2
40090,Bohemia Interactive,0
40092,Bohemia Interactive,2
40093,Bohemia Interactive,2
40094,Bohemia Interactive,2
40095,Bohemia Interactive,2
40097,Bohemia Interactive,2
40098,Bohemia Interactive,2
40099,Bohemia Interactive,2
40100,Bohemia Interactive,0
40101,Bohemia Interactive,2
40102,Bohemia Interactive,0
40104,Bohemia Interactive,2
40105,Bohemia Interactive,0
40108,Bohemia Interactive,2
40109,Bohemia Interactive,2
40111,Bohemia Interactive,2
40113,Bohemia Interactive,2
40114,Bohemia Interactive,2
40115,Bohemia Interactive,2
40116,Bohemia Interactive,2
40118,Bohemia Interactive,0
40119,Bohemia Interactive,2
40121,Bohemia Interactive,2
40122,Bohemia Interactive,0
40123,Bohemia Interactive,0
40124,Bohemia Interactive,2
40127,Bohemia Interactive,2
40128,Bohemia Interactive,2
40129,Bohemia Interactive,0
40130,Bohemia Interactive,2
40131,Bohemia Interactive,2
40132,Bohemia Interactive,2
40133,Bohemia Interactive,2
40134,Bohemia Interactive,2
40135,Bohemia Interactive,2
40136,Bohemia Interactive,0
40137,Bohemia Interactive,2
40138,Bohemia Interactive,0
40139,Bohemia Interactive,0
40141,Bohemia Interactive,2
40142,Bohemia Interactive,0
40143,Bohemia Interactive,0
40144,Bohemia Interactive,0
40145,Bohemia Interactive,0
40146,Bohemia Interactive,2
40148,Bohemia Interactive,2
40149,Bohemia Interactive,2
40150,Bohemia Interactive,2
40154,Bohemia Interactive,2
40155,Bohemia Interactive,0
40156,Bohemia Interactive,0
40157,Bohemia Interactive,0
40159,Bohemia Interactive,2
40160,Bohemia Interactive,0
40161,Bohemia Interactive,0
40162,Bohemia Interactive,2
40163,Bohemia Interactive,0
40164,Bohemia Interactive,2
40166,Bohemia Interactive,2
40167,Bohemia Interactive,2
40168,Bohemia Interactive,0
40169,Bohemia Interactive,2
40170,Bohemia Interactive,0
40171,Bohemia Interactive,2
40172,Bohemia Interactive,0
40173,Bohemia Interactive,2
40175,Bohemia Interactive,2
40177,Bohemia Interactive,0
40178,Bohemia Interactive,2
40179,Bohemia Interactive,0
40180,Bohemia Interactive,0
40181,Bohemia Interactive,2
40184,Bohemia Interactive,0
40185,Bohemia Interactive,0
40186,Bohemia Interactive,0
40187,Bohemia Interactive,2
40188,Bohemia Interactive,0
40189,Bohemia Interactive,0
40190,Bohemia Interactive,2
40192,Bohemia Interactive,0
40193,Bohemia Interactive,2
40194,Bohemia Interactive,2
40195,Bohemia Interactive,2
40196,Bohemia Interactive,0
40197,Bohemia Interactive,2
40198,Bohemia Interactive,0
40199,Bohemia Interactive,2
40200,Bohemia Interactive,2
40201,Bohemia Interactive,2
40205,Bohemia Interactive,2
40206,Bohemia Interactive,2
40207,Bohemia Interactive,2
40208,Bohemia Interactive,2
40212,Bohemia Interactive,2
40213,Bohemia Interactive,2
40214,Bohemia Interactive,0
40215,Bohemia Interactive,2
40216,Bohemia Interactive,2
40217,Bohemia Interactive,0
40219,Bohemia Interactive,0
40220,Bohemia Interactive,0
40221,Bohemia Interactive,2
40223,Bohemia Interactive,2
40224,Bohemia Interactive,2
40225,Bohemia Interactive,2
40226,Bohemia Interactive,2
40227,Bohemia Interactive,2
40228,Bohemia Interactive,2
40229,Bohemia Interactive,2
40230,Bohemia Interactive,2
40231,Bohemia Interactive,2
40232,Bohemia Interactive,2
40234,Bohemia Interactive,0
40235,Bohemia Interactive,2
40236,Bohemia Interactive,0
40237,Bohemia Interactive,2
40238,Bohemia Interactive,2
40241,Bohemia Interactive,2
40242,Bohemia Interactive,2
40243,Bohemia Interactive,2
40244,Bohemia Interactive,2
40245,Bohemia Interactive,2
40246,Bohemia Interactive,0
40247,Bohemia Interactive,2
40249,Bohemia Interactive,2
40250,Bohemia Interactive,2
40252,Bohemia Interactive,2
40253,Bohemia Interactive,2
40255,Bohemia Interactive,2
40256,Bohemia Interactive,0
40257,Bohemia Interactive,0
40259,Bohemia Interactive,2
40260,Bohemia Interactive,0
40261,Bohemia Interactive,2
40262,Bohemia Interactive,0
40263,Bohemia Interactive,2
40264,Bohemia Interactive,2
40265,Bohemia Interactive,2
40266,Bohemia Interactive,2
40267,Bohemia Interactive,2
40268,Bohemia Interactive,2
40269,Bohemia Interactive,2
40270,Bohemia Interactive,0
40271,Bohemia Interactive,2
40272,Bohemia Interactive,0
40273,Bohemia Interactive,2
40274,Bohemia Interactive,2
40275,Bohemia Interactive,2
40276,Bohemia Interactive,2
40277,Bohemia Interactive,2
40278,Bohemia Interactive,0
40279,Bohemia Interactive,0
40281,Bohemia Interactive,2
40283,Bohemia Interactive,0
40284,Bohemia Interactive,0
40285,Bohemia Interactive,2
40286,Bohemia Interactive,2
40287,Bohemia Interactive,0
40288,Bohemia Interactive,2
40289,Bohemia Interactive,2
40290,Bohemia Interactive,2
40291,Bohemia Interactive,2
40292,Bohemia Interactive,0
40293,Bohemia Interactive,2
40295,Bohemia Interactive,2
40297,Bohemia Interactive,2
40298,Bohemia Interactive,2
40299,Bohemia Interactive,2
40300,Bohemia Interactive,0
40301,Bohemia Interactive,2
40302,Bohemia Interactive,2
40303,Bohemia Interactive,2
40304,Bohemia Interactive,2
40305,Bohemia Interactive,0
40306,Bohemia Interactive,2
40307,Bohemia Interactive,0
40308,Bohemia Interactive,2
40309,Bohemia Interactive,2
40310,Bohemia Interactive,2
40311,Bohemia Interactive,2
40312,Bohemia Interactive,0
40315,Bohemia Interactive,2
40317,Bohemia Interactive,2
40320,Bohemia Interactive,2
40321,Bohemia Interactive,0
40322,Bohemia Interactive,2
40325,Bohemia Interactive,2
40327,Bohemia Interactive,2
40331,Bohemia Interactive,2
40332,Bohemia Interactive,2
40333,Bohemia Interactive,2
40334,Bohemia Interactive,2
40335,Bohemia Interactive,2
40337,Bohemia Interactive,0
40338,Bohemia Interactive,2
40341,Bohemia Interactive,2
40342,Bohemia Interactive,0
40343,Bohemia Interactive,2
40344,Bohemia Interactive,2
40345,Bohemia Interactive,2
40346,Bohemia Interactive,2
40347,Bohemia Interactive,2
40350,Bohemia Interactive,2
40351,Bohemia Interactive,2
40352,Bohemia Interactive,2
40353,Bohemia Interactive,0
40354,Bohemia Interactive,2
40355,Bohemia Interactive,0
40356,Bohemia Interactive,2
40357,Bohemia Interactive,0
40358,Bohemia Interactive,2
40359,Bohemia Interactive,2
40360,Bohemia Interactive,2
40361,Bohemia Interactive,2
40362,Bohemia Interactive,2
40363,Bohemia Interactive,2
40364,Bohemia Interactive,2
40365,Bohemia Interactive,2
40366,Bohemia Interactive,2
40367,Bohemia Interactive,0
40368,Bohemia Interactive,2
40369,Bohemia Interactive,2
40370,Bohemia Interactive,2
40371,Bohemia Interactive,0
40372,Bohemia Interactive,0
40374,Bohemia Interactive,2
40375,Bohemia Interactive,2
40376,Bohemia Interactive,2
40377,Bohemia Interactive,0
40378,Bohemia Interactive,2
40379,Bohemia Interactive,2
40380,Bohemia Interactive,2
40381,Bohemia Interactive,2
40382,Bohemia Interactive,2
40383,Bohemia Interactive,2
40384,Bohemia Interactive,0
40387,Bohemia Interactive,2
40388,Bohemia Interactive,0
40390,Bohemia Interactive,2
40391,Bohemia Interactive,2
40394,Bohemia Interactive,2
40395,Bohemia Interactive,2
40396,Bohemia Interactive,2
40397,Bohemia Interactive,2
40399,Bohemia Interactive,2
40400,Bohemia Interactive,2
40401,Bohemia Interactive,0
40402,Bohemia Interactive,2
40403,Bohemia Interactive,2
40404,Bohemia Interactive,0
40405,Bohemia Interactive,2
40408,Bohemia Interactive,0
40411,Bohemia Interactive,0
40412,Bohemia Interactive,0
40413,Bohemia Interactive,2
40414,Bohemia Interactive,0
40415,Bohemia Interactive,2
40416,Bohemia Interactive,2
40417,Bohemia Interactive,0
40418,Bohemia Interactive,2
40419,Bohemia Interactive,2
40420,Bohemia Interactive,2
40421,Bohemia Interactive,2
40422,Bohemia Interactive,0
40423,Bohemia Interactive,2
40424,Bohemia Interactive,2
40426,Bohemia Interactive,2
